,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
970,61uyGDPJ06MkxJtHgPmuyO,0.59,0.797,4,-4.901,0,0.0614,0.132,0.0,0.0846,0.425,94.948,208120
971,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
972,5XQMr19TL7Mfksq9zihbOu,0.614,0.598,10,-6.335,0,0.0561,0.00543,0.0,0.1,0.565,105.803,129478
973,2sNJyLDDk7WXLtr1XpgjVY,0.767,0.949,0,-6.796,1,0.0697,0.00274,0.38,0.331,0.484,128.989,544093
974,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
975,6cJLfIqwh0tCKRjYM3WpZ5,0.757,0.711,1,-4.643,0,0.0349,0.36,0.0,0.121,0.817,139.962,206933
976,37Vct7oArn3tHN3XXCJJ7p,0.518,0.846,5,-6.088,1,0.126,0.848,0.0,0.132,0.881,202.145,120160
977,46aIq2GKW7Vr6i4g2Vvycd,0.65,0.947,11,-5.326,1,0.0717,0.222,0.0,0.979,0.694,96.035,170493
978,0wXuerDYiBnERgIpbb3JBR,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,326933
979,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
980,43hHjvaO9brl5t7ywedeyx,0.587,0.648,0,-6.954,1,0.089,0.0279,0.0,0.962,0.37,119.888,252453
981,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
982,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,285040
983,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
984,1o7CxicWDmkZAVxlcldFpc,0.761,0.471,0,-8.925,1,0.0382,0.133,0.0184,0.116,0.31,135.006,314556
985,0I5s8Y2FnmsfYDDdOPfc36,0.697,0.478,9,-12.685,0,0.0495,0.847,0.895,0.107,0.728,112.012,242756
986,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
987,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693
988,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
989,0x6gSfnYA91AHPLvULn5NK,0.762,0.419,5,-9.312,0,0.0653,0.744,0.0,0.144,0.765,119.964,158213
990,3XjqLgDutxuGWZlZU1yisE,0.677,0.297,2,-8.646,1,0.0601,0.71,0.0,0.188,0.719,137.762,243597
991,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724
992,36f5xtZ2CXIc1WOirnnD3j,0.398,0.325,10,-6.159,1,0.0382,0.812,0.0,0.169,0.454,80.563,120307
993,6Vx6TVui8rcatNrlAnUXPz,0.812,0.736,6,-9.889,1,0.0864,0.0655,0.00216,0.0508,0.833,119.973,241760
994,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
995,3lnJwpPHQbtoWGzqRWzmzJ,0.654,0.769,8,-6.708,0,0.0445,0.0696,0.00244,0.0896,0.578,160.082,200601
996,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667
997,6HBgCYResmsdmOufyHVoNB,0.67,0.436,0,-11.698,1,0.0554,0.887,1.71e-05,0.0609,0.951,83.023,150267
998,1uigwk5hNV84zRd5YQQRTk,0.721,0.88,9,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,202907
999,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1000,1CkvWZme3pRgbzaxZnTl5X,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,228293
1001,2qe9js34lmBLc5NvfiRnZl,0.785,0.78,10,-9.789,0,0.0501,0.0132,0.19,0.112,0.929,133.989,211418
1002,4BHzQ9C00ceJxfG16AlNWb,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080
1003,3pYDZTJM2tVBUhIRifWVzI,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,219973
1004,39q7xibBdRboeMKUbZEB6g,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813
1005,1L5tZi0izXsi5Kk5OJf4W0,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,213760
1006,2iXBZ32Fz5VDCLeE0JIdX5,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173
1007,7i8BC4IdcSeXRPERiCraoT,0.582,0.915,7,-5.767,0,0.0367,0.0035,0.106,0.224,0.556,121.001,225867
1008,6dLujFTBvLRnr8zPMMVUJg,0.861,0.622,1,-7.493,1,0.379,0.0816,0.0,0.123,0.664,96.911,284800
1009,0WCiI0ddWiu5F2kSHgfw5S,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,215200
1010,3eQlGeyuSibgAGPEJugaDW,0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,207760
1011,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1012,7ceIquYtiTYlgSSm7PqUf9,0.209,0.872,9,-2.996,1,0.0757,0.217,0.0,0.0768,0.294,78.139,281560
1013,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1014,6WfYolWkoRDK8KSyq3qDZs,0.711,0.711,11,-4.931,0,0.0434,0.0898,0.892,0.132,0.69,120.04,205000
1015,2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347
1016,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1017,0BzG2mOMi5PpgybYhSewJs,0.63,0.67,11,-9.192,0,0.0815,0.000318,0.0146,0.441,0.785,153.471,214806
1018,6REbwUNlppTfcnV4d4ZoZi,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800
1019,2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800
1020,2CjVRHeMnqekSKNhBoVxZu,0.26,0.306,0,-8.917,1,0.0302,0.775,0.000311,0.063,0.313,173.761,146541
1021,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1022,6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,215867
1023,0Mn3amMRMoabaoTf1Publ4,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746
1024,3oJJ1dQBxiFYGMQSe2SluG,0.674,0.616,8,-4.757,1,0.0432,0.118,0.0,0.289,0.63,77.968,221933
1025,68uuz61IqrSJjO6ffO3yHc,0.52,0.329,0,-14.224,1,0.0266,0.576,0.0418,0.12,0.118,86.857,266613
1026,3CHFuGLvu3FUlUdEeI6Hu9,0.678,0.397,1,-12.582,1,0.0399,2.21e-05,0.905,0.774,0.111,101.3,195913
1027,5qxPabNDnJQ551Tf4v6k3j,0.692,0.908,9,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124.042,250387
1028,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1029,22L7bfCiAkJo5xGSQgmiIO,0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71e-05,0.176,0.221,142.135,299613
1030,0jqPIQVhfULwm81K7jlNeC,0.625,0.523,10,-10.903,1,0.0859,0.738,7.17e-06,0.125,0.666,90.226,217600
1031,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013
1032,3ts6xK5GzfMAAriT9AIBmP,0.6,0.808,4,-4.679,1,0.0403,0.208,0.0,0.196,0.809,172.016,167427
1033,6UkMcAA19lTdjs22jtB7o2,0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527,134800
1034,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1035,4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854
1036,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693
1037,0vFMQi8ZnOM2y8cuReZTZ2,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133
1038,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667
1039,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1040,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1041,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1042,2cL360CDEVWtavnqLu32sI,0.534,0.45,7,-13.076,1,0.0255,0.0111,7.31e-05,0.535,0.63,101.288,282440
1043,5dFoWIiJ2814hRwMYDcFiU,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,313373
1044,0PspNrE4MSjr1JeB4OW0jn,0.553,0.872,1,-2.832,0,0.0782,0.198,0.0,0.0659,0.638,172.138,220573
1045,3vebNfy1J5fqvz05hKt2Xl,0.401,0.677,5,-9.325,1,0.0382,0.521,0.0,0.213,0.949,90.356,165333
1046,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1047,4I7DV3MIgxJGlObiy9s6nx,0.743,0.873,10,-4.943,0,0.0507,0.14,0.0,0.142,0.965,125.005,238707
1048,38VSNNXo448TWVYccZT9vF,0.625,0.224,9,-19.412,1,0.0267,0.241,0.121,0.122,0.582,100.934,182573
1049,6CktzfYm1SNLwFiyV9XwJY,0.168,0.593,2,-10.781,1,0.0387,0.265,0.00121,0.189,0.718,155.247,185800
1050,3fDsErbmOD3TuaSDuxSXav,0.566,0.507,6,-6.973,1,0.0279,0.535,0.00619,0.107,0.141,158.119,253373
1051,3kSXn1osC89W8JcPLozTzs,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,219000
1052,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1053,3oyMHCAAcnWFdcGuVgwfhd,0.592,0.584,7,-7.422,1,0.0305,0.245,0.0,0.0862,0.371,160.048,209787
1054,5XFu5S1vBY7sNHlheCapOz,0.631,0.875,9,-3.589,1,0.0447,0.382,0.0,0.0867,0.705,137.961,241613
1055,5G2c6FsfTzgYUzageCmfXY,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,197600
1056,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573
1057,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1058,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747
1059,2Fk0WwAqTBesLtKg97nojy,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733
1060,0d0tJF80562KcMndcBcSfM,0.416,0.354,0,-6.357,1,0.0263,0.731,1e-06,0.0925,0.181,80.767,268560
1061,12hAeEyERydkkb1Wow1xdA,0.176,0.593,9,-12.915,1,0.0363,0.289,0.905,0.0842,0.778,177.006,130947
1062,1ddEJFVOCOjNqh19FTQAsX,0.566,0.429,2,-9.478,1,0.0286,0.457,3.38e-05,0.173,0.325,147.957,247680
1063,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1064,0LrwgdLsFaWh9VXIjBRe8t,0.547,0.308,0,-11.75,1,0.0377,0.505,0.0,0.109,0.41,114.719,217747
1065,2xyx0o4xNOLLjBSbOOdcbA,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,143227
1066,23c4cwGTt6ifXOoO4FlBRK,0.564,0.503,0,-8.806,1,0.0365,0.244,6.51e-05,0.105,0.849,157.797,165640
1067,3WKg25vrbjJlkhsgl2W4p3,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99e-06,0.113,0.292,90.034,220627
1068,74FDr9vJuxKWvXPhF5lPf7,0.639,0.25,0,-15.329,1,0.0406,0.673,0.0,0.687,0.65,87.697,205067
1069,0H9Q7Vzu8nYRDBZYKbtU8d,0.476,0.92,10,-3.223,1,0.0329,0.00485,1.15e-05,0.355,0.694,142.952,193640
1070,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1071,66cQXuWUSM6vcfRxAPVTtf,0.637,0.701,0,-5.018,1,0.0412,0.0625,0.0,0.175,0.466,161.476,221773
1072,7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887
1073,5AnCLGg35ziFOloEnXK4uu,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759,278747
1074,0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000
1075,1zN6ynJG4PdR61YWv4PQ3Y,0.473,0.871,9,-4.893,1,0.0456,0.0216,0.0,0.0525,0.47,146.975,198507
1076,5rMnr1E2IKWkDpiAk0T5uH,0.446,0.472,3,-9.042,0,0.0267,0.818,0.000677,0.465,0.446,75.49,172947
1077,61Y7PmzhuL79y87aS9nesX,0.572,0.663,4,-5.418,1,0.0274,0.221,0.0,0.291,0.455,140.253,232973
1078,22ff60cZy4APp7bzESHLR8,0.766,0.844,10,-3.851,1,0.0361,0.0261,0.605,0.18,0.835,129.323,191573
1079,1YLJVmuzeM2YSUkCCaTNUB,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840
1080,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1081,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1082,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1083,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1084,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1085,0El2Zyt68nYySFDG87hZgM,0.476,0.952,4,-3.783,1,0.041,0.0981,2.91e-06,0.438,0.849,170.062,184707
1086,3Q3myFA7q4Op95DOpHplaY,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027
1087,6MHOg9xiYC2gj8zcASaLUo,0.565,0.96,4,-3.503,0,0.0354,0.0441,0.00183,0.352,0.888,118.999,227413
1088,5CG9Ps5ynNjpKJHmwc95pa,0.569,0.638,7,-6.557,1,0.0291,0.000547,0.0,0.0848,0.438,144.042,197120
1089,6nPZeggZRnNTMPbcEnrZml,0.637,0.693,7,-7.168,1,0.0356,0.714,1.23e-05,0.174,0.964,138.362,174600
1090,40yJGQyEaBbIkXpwMFkXip,0.764,0.475,0,-12.618,1,0.114,0.345,0.0,0.14,0.34,129.974,243270
1091,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1092,4fcEcpfE7N9sDR7TReFtC0,0.55,0.17,1,-14.478,1,0.0333,0.774,6.81e-05,0.0667,0.216,93.444,199240
1093,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1094,4mtIIpksLr41WmzNHyUtKy,0.632,0.926,4,-3.463,1,0.0322,0.047,0.000169,0.116,0.889,112.058,249253
1095,71lQ6KbvNUEGFBNvPWzbcv,0.358,0.542,5,-7.504,1,0.0347,0.512,0.0117,0.288,0.357,126.865,223960
1096,0B0y2FImat9j9MJTNRZWfW,0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,247827
1097,6wZI4mdT8JwXgkGURnBQiq,0.485,0.723,10,-6.565,1,0.0317,0.541,1.12e-06,0.075,0.541,167.845,230213
1098,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1099,3evTbfCtMxbUwTQIn7QOcG,0.155,0.0487,3,-16.942,1,0.0397,0.97,0.00104,0.188,0.087,67.097,240867
1100,1wkwJJz2zGDPZoXsxok4qG,0.648,0.783,4,-9.886,1,0.0849,0.649,0.231,0.155,0.728,123.872,169160
1101,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1103,3U4hSjTlK6WU0wORlAne9H,0.627,0.631,9,-10.76,0,0.0245,0.208,0.0,0.144,0.679,109.983,202427
1104,4ZC8hXXqu2hPcDLw9QTdtQ,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,201627
1105,5lDriBxJd22IhOH9zTcFrV,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653
1106,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1107,2toY6JyyfKy9TwNk3Ou2XG,0.672,0.875,0,-3.728,1,0.0378,0.0136,0.0,0.279,0.676,118.014,232320
1108,3qpqdLnRyZN2BdQnhF41vL,0.508,0.58,2,-9.581,1,0.0298,0.191,0.0,0.26,0.453,153.885,196919
1109,2EUHzmBZux7SSra71cGkIB,0.563,0.722,6,-5.252,1,0.0407,0.313,0.0,0.393,0.801,150.039,281453
1110,3qyHjQ1zTLvPeA99CP3K9N,0.571,0.953,3,-5.002,1,0.0568,0.124,5.57e-06,0.35,0.682,135.599,169027
1111,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1112,4GWDHnXmJBZfxe3DWZcPmg,0.474,0.814,7,-6.875,1,0.0419,0.604,0.0145,0.15,0.91,79.216,195147
1113,77hjM9bMmgfTGJXv14UFmi,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,243253
1114,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1115,7KnMHRj5xqsOGLv8lGCPa6,0.677,0.919,2,-3.009,1,0.0344,0.054,1.48e-06,0.113,0.902,120.961,224267
1116,0C24UTMQt8i9nJiXdxeJAv,0.761,0.589,2,-8.768,1,0.0297,0.0656,0.000189,0.0591,0.97,116.532,185253
1117,1SoP2zC2ttcI2zjuRsQ5xx,0.435,0.558,10,-5.423,1,0.0342,0.26,0.0,0.245,0.203,115.742,185107
1118,0XfFxeXzMkIy5SWAVpOQin,0.578,0.752,9,-5.264,1,0.033,0.0275,0.0,0.125,0.405,149.689,183307
1119,487Dyzs7Xbbk4hIWYyYT80,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,243533
1120,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1121,7IsXXgpowAB48crGjV1oGb,0.437,0.104,3,-22.533,1,0.0307,0.893,0.00124,0.11,0.544,101.718,196467
1122,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1123,3guzJOHZkrLwYIaVpB6Ztc,0.788,0.488,4,-13.096,1,0.0578,0.566,5.88e-06,0.151,0.85,107.31,207427
1124,7KjsPUMEiwqkAPm8G5hjrA,0.565,0.308,7,-11.841,1,0.0269,0.919,0.00139,0.312,0.454,82.761,149907
1125,4pTkwoegcC18XsTiuoU6BZ,0.609,0.521,6,-12.008,1,0.0562,0.452,0.000111,0.0553,0.872,121.455,137933
1126,47khefI5yEHStaBNhu4GUb,0.522,0.671,5,-10.745,1,0.0415,0.291,0.0221,0.0743,0.411,133.621,207227
1127,1guE3vAGquSDNFjnZA7b2h,0.582,0.28,9,-13.936,1,0.0289,0.859,0.112,0.092,0.57,102.11,153987
1128,3h5cLIVAz7PPwtdbhek1Yc,0.311,0.0851,4,-12.232,1,0.0389,0.898,5.47e-06,0.0871,0.211,169.994,192373
1129,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1130,4lbhQdbiTpNP7GowZG8KsM,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,235360
1131,5jzX4dWVQeBTtfBaXnMRt5,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,192573
1132,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1133,665HokYxCdcuNu1LNMtSJz,0.499,0.838,9,-11.644,1,0.0748,0.606,1.67e-05,0.574,0.84,92.598,153040
1134,1b6O88K7d9jluz6wac2kKD,0.606,0.927,10,-6.144,1,0.035,0.444,0.00123,0.432,0.873,137.731,205533
1135,3mTd6VbWfaGeKDKQJuU6hE,0.392,0.904,3,-6.03,1,0.217,0.323,0.0,0.0313,0.637,190.475,178427
1136,4SYMibQ93bfzOk6uzkF0dO,0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,230187
1137,7bqjhxGNQp1Qlg810568vX,0.678,0.867,7,-6.663,1,0.0366,0.00391,2.08e-05,0.0941,0.558,120.684,200707
1138,4qkTU6aGlLm1ZB2fHmBE8Z,0.608,0.751,2,-5.047,1,0.0399,0.413,1.15e-05,0.0632,0.507,140.761,286000
1139,1QjDcQh2cpJvf6ii5irzVz,0.299,0.281,0,-12.246,1,0.0304,0.824,0.000178,0.116,0.354,89.9,156267
1140,0iufOeur7VOffzvM1U35QN,0.422,0.836,3,-4.088,1,0.0361,0.000251,0.00166,0.351,0.165,154.013,245000
1141,6RzqD964t0xz5yHHdvpEtO,0.628,0.669,5,-7.207,0,0.0339,0.176,0.0,0.0627,0.927,105.75,154733
1142,18VfHIPaCo0s6FTi1Fnp6T,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,222307
1143,0v0XYK0pLgsPiq5u4FKHaw,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,308853
1144,5veJDT0MLsLbhYsx42GXUD,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667
1145,1j1HuywKoGVB6vhvPhpv3r,0.253,0.429,1,-10.072,0,0.0275,0.385,1.31e-06,0.214,0.433,176.843,244040
1146,0RVeadY2MbHz4Pe4MreLNw,0.521,0.916,11,-6.822,1,0.0467,0.000249,0.00116,0.948,0.398,81.998,396823
1147,2SLZ2rX5773RS16mcqBxG7,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,193093
1148,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1149,4ulHm2QEjdr4EkuFQ2rP9h,0.35,0.156,10,-18.86,1,0.0382,0.918,8.13e-06,0.162,0.179,118.147,284307
1150,3msjvrkCvIzUNJHULcAafN,0.701,0.38,2,-11.756,1,0.0294,0.611,0.728,0.233,0.783,106.284,169680
1151,0AZb6ryK8LsFcvY1jWHO61,0.675,0.64,7,-8.742,1,0.0544,0.652,0.0,0.461,0.965,119.7,96000
1152,5nBp8F6tekSrnFg8G2Pvug,0.647,0.686,2,-4.247,0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,219813
1153,47700n8lblbe30NK4NHVb0,0.673,0.908,8,-4.637,1,0.0418,0.0774,0.00285,0.0684,0.647,120.286,224000
1154,2TXQsN854jne8GXWbd3SJx,0.682,0.615,11,-12.839,1,0.0353,0.279,0.0414,0.036,0.958,109.047,294600
1155,2UKkLqST2xWpK8n1b0Xr5Z,0.476,0.584,10,-12.357,1,0.038,0.119,0.0,0.274,0.417,88.026,255467
1156,5c1QJAiC3773EwiZLwHf5x,0.55,0.805,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.786,79.167,231667
1157,1YZBMqN8kHaaRPXpQTC3kb,0.606,0.699,8,-3.103,0,0.0337,0.343,1.93e-06,0.0757,0.509,83.701,297960
1158,7yXibbAYi4to5oQTeO738f,0.532,0.807,2,-4.301,1,0.057,0.0584,0.0,0.114,0.759,87.183,217440
1159,4o2O6WSkkJfcKxlED7WTQY,0.658,0.679,5,-11.919,0,0.0532,0.0576,0.608,0.0417,0.784,157.95,238861
1160,0tY6WuVkmCth6YHl8xKrew,0.436,0.565,4,-7.268,1,0.0294,0.0557,0.0,0.244,0.582,112.169,190933
1161,6YLWRvxvC4VbFTuNRHeaDU,0.462,0.693,4,-11.758,1,0.0555,0.377,2.98e-06,0.575,0.851,180.671,256173
1162,0mOIj8tjNHcOBWSTGXmGVr,0.638,0.712,0,-11.103,1,0.0658,0.0499,0.667,0.259,0.917,126.334,182544
1163,4ZVWvCUwsOnIGmJMj71RkG,0.406,0.597,0,-11.745,1,0.0336,0.0744,0.0133,0.254,0.478,115.474,286813
1164,7be37I5s79jQKQCWovxUpL,0.192,0.444,9,-10.642,1,0.0338,0.843,0.00866,0.163,0.613,172.466,329360
1165,2BtIXTKrTGQJeFcIukMR9E,0.742,0.801,1,-10.373,1,0.0531,0.0168,0.00482,0.0494,0.853,116.6,276773
1166,5vywtoD7fO1CP0B2wtm6I6,0.785,0.786,11,-12.487,1,0.0501,0.28,0.236,0.158,0.638,120.404,353307
1167,50ZpPgU81payZxI2H7QXNM,0.534,0.959,7,-4.289,1,0.0379,0.0089,0.0,0.347,0.756,131.278,280107
1168,1Iz4JdDxglpnjXzMHlpnOp,0.683,0.703,7,-11.366,1,0.0294,0.0824,5.23e-06,0.466,0.972,139.083,217227
1169,5sWY54FtFl2nZBCNjSfchW,0.796,0.751,11,-6.23,0,0.0379,0.0544,0.0032,0.208,0.117,125.035,169080
1170,5ZDL1Ap2Mwhk5xhmQ41Ei2,0.792,0.964,1,-5.405,1,0.154,0.0698,0.0,0.302,0.621,99.771,226200
1171,5Vydertp8B94fxteuUG1MV,0.784,0.543,3,-5.668,0,0.0514,0.0143,0.0414,0.0819,0.729,119.982,245013
1172,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1173,1ZVgydICDwNpd9OMVbaAU0,0.701,0.783,7,-8.653,1,0.0665,0.0102,0.000934,0.669,0.815,108.116,261715
1174,5izGeTxueiFX1UPFGohY9w,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640
1175,5AM6VOkN7ficA2O04f5JG1,0.627,0.455,0,-16.185,0,0.0806,0.0475,0.0543,0.0432,0.858,181.498,235507
1176,1L9fzw2pXprOqtemTwtxXF,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,228933
1177,7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067
1178,3xZMPZQYETEn4hjor3TR1A,0.532,0.0744,1,-16.092,1,0.0355,0.949,1.22e-05,0.106,0.125,117.131,270400
