SongID,year,comboWeek,comboInstance,maxPose,top1,top5,top10
Tequila Makes Her Clothes Fall OffJoe Nichols,2005,19,1,32,0,0,0
Six Days On The RoadDave Dudley,1963,11,1,32,0,0,0
AgainFetty Wap,2015,26,1,33,0,0,0
Don't CrySeal,1996,20,1,33,0,0,0
Stand Beside MeJo Dee Messina,1998,20,1,34,0,0,0
RespectOtis Redding,1965,11,1,35,0,0,0
Sugar FreeWa Wa Nee,1987,13,1,35,0,0,0
American BoyEstelle Featuring Kanye West,2008,30,1,9,0,0,3
D.O.A.Bloodrock,1971,13,1,36,0,0,0
The Agony And The EcstasySmokey Robinson,1975,12,1,36,0,0,0
All Gold EverythingTrinidad James,2012,20,1,36,0,0,0
She's All I GotFreddie North,1971,12,1,39,0,0,0
Accidentally In LoveCounting Crows,2004,20,1,39,0,0,0
Back Up TrainAl Greene & The Soul Mate's,1967,12,1,41,0,0,0
Shine OnL.T.D.,1980,16,1,40,0,0,0
Dance With MeDebelah Morgan,2000,29,1,8,0,0,3
BlessedMartina McBride,2002,20,1,31,0,0,0
"1, 2, 3, 4Plain White T's",2009,20,1,34,0,0,0
Cake By The OceanDNCE,2015,46,1,9,0,0,7
Plain JaneASAP Ferg Featuring Nicki Minaj,2017,24,1,27,0,0,0
Brokenlovelytheband,2018,22,1,29,0,0,0
Slipping AwayDave Edmunds,1983,15,1,39,0,0,0
CollideHowie Day,2005,32,1,20,0,0,0
Roll With MeMontgomery Gentry,2008,20,1,33,0,0,0
Rich As F**kLil Wayne Featuring 2 Chainz,2013,20,1,38,0,0,0
Something To Be Proud OfMontgomery Gentry,2005,20,1,41,0,0,0
Crying Out For MeMario,2007,20,1,33,0,0,0
Already GoneSugarland,2008,19,1,41,0,0,0
4 EverLil' Mo Featuring Fabolous,2003,20,1,37,0,0,0
Once In AwhileThe Chimes,1960,18,1,11,0,0,0
C'mon N' Ride It (The Train)Quad City DJ's,1996,42,1,3,0,6,15
"Can't Get Enough Of Your Love, BabeBarry White",1974,12,1,1,1,2,4
(You're the) Devil In DisguiseElvis Presley With The Jordanaires,1963,11,1,3,0,3,6
The Beat Goes OnSonny & Cher,1967,11,1,6,0,0,4
Alley-OopDante and the Evergreens,1960,13,1,15,0,0,0
Ooo Baby BabyThe Miracles,1965,11,1,16,0,0,0
Sisters Are Doin' It For ThemselvesEurythmics & Aretha Franklin,1985,15,1,18,0,0,0
SomewhereThe Tymes,1963,11,1,19,0,0,0
AlrightKris Kross Featuring Supercat,1993,19,1,19,0,0,0
SomeoneSWV (Featuring Puff Daddy),1997,20,1,19,0,0,0
Sugar On SundayThe Clique,1969,11,1,22,0,0,0
Piano ManBilly Joel,1974,14,1,25,0,0,0
Believe MeLil Wayne Featuring Drake,2014,20,1,26,0,0,0
Believe MeRoyal Teens,1959,15,1,26,0,0,0
SplackavelliePressha,1998,14,1,27,0,0,0
CaribbeanMitchell Torok,1959,14,1,27,0,0,0
SandyRonny And The Daytonas,1965,11,1,27,0,0,0
One Good ReasonPaul Carrack,1988,13,1,28,0,0,0
Six Nights A WeekThe Crests,1959,13,1,28,0,0,0
Between You And Medc Talk,1996,19,1,29,0,0,0
Big Yellow TaxiThe Neighborhood,1970,11,1,29,0,0,0
Somebody's Watching YouLittle Sister,1970,13,1,32,0,0,0
Taken InMike + The Mechanics,1986,15,1,32,0,0,0
Almost GrownChuck Berry,1959,13,1,32,0,0,0
Don't Pay The FerrymanChris de Burgh,1983,14,1,34,0,0,0
Best FriendBrandy,1995,20,1,34,0,0,0
Power WindowsBilly Falcon,1991,14,1,35,0,0,0
Divine ThingThe Soup Dragons,1992,16,1,35,0,0,0
Ascension (Don't Ever Wonder)Maxwell,1996,18,1,36,0,0,0
SuperThug (What What)Noreaga,1998,13,1,36,0,0,0
Close Your EyesEdward Bear,1973,12,1,37,0,0,0
Spring RainSilvetti,1977,15,1,39,0,0,0
Be AlrightDean Lewis,2018,29,1,23,0,0,0
Do You Wanna Get FunkyC+C Music Factory,1994,20,1,40,0,0,0
Dance With My FatherLuther Vandross,2003,20,1,38,0,0,0
Shoulda Let You GoKeyshia Cole Introducing Amina,2007,20,1,41,0,0,0
Do You Believe Me NowJimmy Wayne,2008,20,1,36,0,0,0
One Hell Of An AmenBrantley Gilbert,2015,18,1,44,0,0,0
Anything Like MeBrad Paisley,2010,19,1,48,0,0,0
AerialsSystem Of A Down,2002,20,1,55,0,0,0
Song For Another TimeOld Dominion,2016,18,1,59,0,0,0
Boom! I Got Your BoyfriendMC Luscious,1992,20,1,61,0,0,0
Take Me OutFranz Ferdinand,2004,19,1,66,0,0,0
Do I Wanna Know?Arctic Monkeys,2013,20,1,70,0,0,0
SussudioPhil Collins,1985,17,1,1,1,5,6
Rock Your BabyGeorge McCrae,1974,17,1,1,2,4,5
Bristol StompThe Dovells,1961,16,1,2,0,7,9
Sentimental StreetNight Ranger,1985,17,1,8,0,0,2
Cruel SummerBananarama,1984,18,1,9,0,0,2
DangerousBusta Rhymes,1998,19,1,9,0,0,2
Sad Sweet DreamerSweet Sensation,1975,16,1,14,0,0,0
Tender LoverBabyface,1989,17,1,14,0,0,0
Breaking AwayBalance,1981,17,1,22,0,0,0
By The Time This Night Is OverKenny G With Peabo Bryson,1993,20,1,25,0,0,0
AlcoholBrad Paisley,2005,18,1,28,0,0,0
5-1-5-0Dierks Bentley,2012,20,1,33,0,0,0
One VoiceBilly Gilman,2000,19,1,38,0,0,0
AddictedSimple Plan,2003,19,1,45,0,0,0
Pirate FlagKenny Chesney,2013,18,1,46,0,0,0
PartyBeyonce Featuring Andre 3000,2011,18,1,50,0,0,0
Ain't Gonna Hurt NobodyKid 'N Play,1991,19,1,51,0,0,0
Comin' On StrongSudden Change,1994,17,1,56,0,0,0
At Night I PrayWild Orchid,1996,20,1,63,0,0,0
Take Me In Your ArmsLil Suzy,1992,19,1,67,0,0,0
SchismTool,2001,20,1,67,0,0,0
Play That Funky MusicVanilla Ice,1990,17,1,4,0,2,5
So Many WaysBrook Benton,1959,16,1,6,0,0,5
(Sittin' On) The Dock Of The BayMichael Bolton,1988,17,1,11,0,0,0
OperatorMidnight Star,1984,17,1,18,0,0,0
D'yer Mak'erLed Zeppelin,1973,16,1,20,0,0,0
15 MinutesMarc Nelson,1999,16,1,27,0,0,0
That's What It's All AboutBrooks & Dunn,2004,20,1,38,0,0,0
A Long WalkJill Scott,2001,19,1,43,0,0,0
Supermodel (You Better Work)RuPaul,1993,20,1,45,0,0,0
Singles You UpJordan Davis,2018,19,1,50,0,0,0
Somebody's HeroJamie O'Neal,2005,17,1,51,0,0,0
That's What I Love About SundayCraig Morgan,2005,20,1,51,0,0,0
Perfect StormBrad Paisley,2014,17,1,52,0,0,0
She Don't Use JellyThe Flaming Lips,1994,20,1,55,0,0,0
Tap The BottleYoung Black Teenagers,1993,20,1,55,0,0,0
Around The WorldDaft Punk,1997,20,1,61,0,0,0
Don't Stop Movin'Livin' Joy,1997,20,1,67,0,0,0
Didn't We Almost Have It AllWhitney Houston,1987,17,1,1,2,5,7
A Moment Like ThisKelly Clarkson,2002,20,1,1,2,6,7
One NightElvis Presley,1958,17,1,4,0,5,8
AngelMadonna,1985,17,1,5,0,1,4
Cover MeBruce Springsteen,1984,18,1,7,0,0,4
Affair Of The HeartRick Springfield,1983,18,1,9,0,0,3
Some Guys Have All The LuckRod Stewart,1984,17,1,10,0,0,1
Ain't Gonna Bump No More (with No Big Fat Woman)Joe Tex,1977,18,1,12,0,0,0
Check Yo SelfIce Cube Featuring Das EFX,1993,20,1,20,0,0,0
Balla BabyChingy,2004,18,1,20,0,0,0
Do For Love2Pac Featuring Eric Williams,1998,18,1,21,0,0,0
SoloIyaz,2010,18,2,32,0,0,0
Bigger Than My BodyJohn Mayer,2003,20,1,33,0,0,0
Booti CallBLACKstreet,1994,20,1,34,0,0,0
Don't Take Your Love AwayAvant,2004,20,1,37,0,0,0
Out Of My HeadLupe Fiasco Featuring Trey Songz,2011,17,1,40,0,0,0
So YesterdayHilary Duff,2003,20,1,42,0,0,0
OverBlake Shelton,2012,18,1,43,0,0,0
Sometimes I Rhyme SlowNice & Smooth,1992,18,1,44,0,0,0
Armed And DangerousJuice WRLD,2018,17,1,44,0,0,0
A Day In My Life (Without You)Lisette Melendez,1991,20,1,49,0,0,0
BrothaAngie Stone,2001,20,1,52,0,0,0
Cruisin'D'Angelo,1995,18,1,53,0,0,0
Baby I'm For Real/Natural HighAfter 7,1992,18,1,55,0,0,0
Right HereStaind,2005,20,1,55,0,0,0
All WomanLisa Stansfield,1992,17,1,56,0,0,0
PrayerDisturbed,2002,20,1,58,0,0,0
SolitudeEdwin McCain,1995,20,1,72,0,0,0
So ColdBreaking Benjamin,2004,20,1,76,0,0,0
('til) I Kissed YouThe Everly Brothers,1959,16,1,4,0,6,7
Room To MoveAnimotion,1989,18,1,9,0,0,1
Doggin' AroundJackie Wilson,1960,16,1,15,0,0,0
PossessionBad English,1990,17,1,21,0,0,0
Tender Is The NightJackson Browne,1983,17,1,25,0,0,0
She's My Kind Of RainTim McGraw,2003,20,1,27,0,0,0
Somewhere Out ThereOur Lady Peace,2002,20,1,44,0,0,0
Ain't IYung L.A. Featuring Young Dro & T.I.,2009,19,1,47,0,0,0
AlwaysSaliva,2002,20,1,51,0,0,0
Perfect SituationWeezer,2005,17,1,51,0,0,0
Rhythm Of LoveDJ Company,1997,19,2,53,0,0,0
Roc The MicBeanie Sigel & Freeway,2002,19,1,55,0,0,0
BreakdownFu-Schnickens,1994,20,1,67,0,0,0
Show Me How To LiveAudioslave,2003,20,1,67,0,0,0
That's The Way (I Like It)KC And The Sunshine Band,1975,16,1,1,2,6,9
Back Home AgainJohn Denver,1974,16,1,5,0,2,3
One Man Woman/One Woman ManPaul Anka with Odia Coates,1974,16,1,7,0,0,3
Cherry PieWarrant,1990,19,1,10,0,0,1
SomebodyBryan Adams,1985,17,1,11,0,0,0
RehabRihanna,2008,17,1,18,0,0,0
Strange But TrueTimes Two,1988,17,1,21,0,0,0
Please Don't GoNo Mercy,1997,18,1,21,0,0,0
Sausalito SummernightDiesel,1981,18,1,25,0,0,0
"Awful, Beautiful LifeDarryl Worley",2004,20,1,30,0,0,0
AnywayMartina McBride,2007,16,1,32,0,0,0
CryFaith Hill,2002,26,1,33,0,0,0
Send Me An AngelScorpions,1991,18,1,44,0,0,0
Come OnBilly Lawrence Featuring MC Lyte,1997,19,1,44,0,0,0
PerfectSara Evans,2004,19,1,46,0,0,0
Blackberry MolassesMista,1996,18,1,53,0,0,0
Come On Get HigherMatt Nathanson,2008,20,1,59,0,0,0
Can't Stop Loving YouPhil Collins,2003,20,1,76,0,0,0
Talk You Out Of ItFlorida Georgia Line,2019,26,1,57,0,0,0
Deja VuBeyonce Featuring Jay Z,2006,17,1,4,0,1,2
AlrightJanet Jackson,1990,16,1,4,0,2,7
Deeper And DeeperMadonna,1992,17,1,7,0,0,4
Rock That BodyThe Black Eyed Peas,2010,18,1,9,0,0,2
Broken Hearted MeAnne Murray,1979,17,1,12,0,0,0
Dancin' ShoesNigel Olsson,1978,16,1,18,0,0,0
One Step Closer To YouGavin Christopher,1986,17,1,22,0,0,0
Romancing The StoneEddy Grant,1984,17,1,26,0,0,0
Always The Last To KnowDel Amitri,1992,17,1,30,0,0,0
Be YourselfAudioslave,2005,18,1,32,0,0,0
Body & SoulAnita Baker,1994,20,1,36,0,0,0
Buy Me A RoseKenny Rogers With Alison Krauss & Billy Dean,2000,20,1,40,0,0,0
"Take AwayMissy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",2001,20,1,45,0,0,0
StandRascal Flatts,2007,20,1,46,0,0,0
Country BoyAlan Jackson,2008,19,1,49,0,0,0
Any Ol' BarstoolJason Aldean,2017,18,1,52,0,0,0
Red LightDavid Nail,2009,16,1,54,0,0,0
SelfishSlum Village Featuring Kanye West & John Legend,2004,17,1,55,0,0,0
Cold Hard BitchJet,2004,20,1,55,0,0,0
Ding-A-LingHi-Town DJs,1998,19,1,56,0,0,0
SmileScarface Featuring 2Pac & Johnny P,1997,19,1,12,0,0,0
All I Want To DoSugarland,2008,16,1,18,0,0,0
ChooseColor Me Badd,1994,17,1,23,0,0,0
Bad Of The HeartGeorge LaMond,1990,17,1,25,0,0,0
Both Sides Of The StoryPhil Collins,1993,17,1,25,0,0,0
Pushin' WeightIce Cube Featuring Mr. Short Khop,1998,19,1,26,0,0,0
So In LoveOrchestral Manoeuvres In The Dark,1985,17,1,26,0,0,0
Ooh Poo Pah Doo - Part IIJessie Hill,1960,16,1,28,0,0,0
PowerglideRae Sremmurd & Juicy J,2018,17,1,28,0,0,0
Doin' What She LikesBlake Shelton,2014,17,1,35,0,0,0
Play Something CountryBrooks & Dunn,2005,17,1,37,0,0,0
Smoke BreakCarrie Underwood,2015,19,2,43,0,0,0
Southern VoiceTim McGraw,2009,18,1,49,0,0,0
ConnectionElastica,1995,20,2,53,0,0,0
She Got Her OwnNe-Yo Featuring Jamie Foxx & Fabolous,2008,20,1,54,0,0,0
BlaseTy Dolla Sign Featuring Future & Rae Sremmurd,2015,18,1,63,0,0,0
That's Just JessieKevin Denney,2002,17,1,76,0,0,0
Smoke A Little SmokeEric Church,2010,20,1,78,0,0,0
Shop AroundCaptain & Tennille,1976,16,1,4,0,3,7
"Baby, I Love Your WayPeter Frampton",1976,16,1,12,0,0,0
Stunt 101G Unit,2003,18,1,13,0,0,0
Take Me ThereBLACKstreet & Mya Featuring Mase & Blinky Blink,1998,17,1,14,0,0,0
Call It LovePoco,1989,16,1,18,0,0,0
"Southern CrossCrosby, Stills & Nash",1982,17,1,18,0,0,0
Beautiful StrangerMadonna,1999,19,1,19,0,0,0
"Run, RunawaySlade",1984,17,1,20,0,0,0
Be CarefulCardi B,2018,20,1,11,0,0,0
Ball For MePost Malone Featuring Nicki Minaj,2018,14,1,16,0,0,0
BAD!XXXTENTACION,2018,11,2,16,0,0,0
PressCardi B,2019,16,1,16,0,0,0
PaniniLil Nas X,2019,26,1,5,0,1,9
"Don't Cry For Me Argentina (From ""Evita"")Madonna",1997,16,1,8,0,0,3
Semi-Charmed LifeThird Eye Blind,1997,43,1,4,0,5,14
...Baby One More TimeBritney Spears,1998,32,1,1,2,11,14
Thank UAlanis Morissette,1998,11,1,17,0,0,0
Show StopperDanity Kane,2006,20,1,8,0,0,1
Right Now (Na Na Na)Akon,2008,22,1,8,0,0,4
Prom QueenLil Wayne Featuring Shanell AKA SNL,2009,11,1,15,0,0,0
BeautifulEminem,2009,6,3,17,0,0,0
Sparks FlyTaylor Swift,2010,20,2,17,0,0,0
Stitch By StitchJavier Colon,2011,2,1,17,0,0,0
Die In Your ArmsJustin Bieber,2012,2,1,17,0,0,0
Dark HorseKaty Perry Featuring Juicy J,2013,57,1,1,4,18,22
SurvivalEminem,2013,14,1,16,0,0,0
Sad!XXXTENTACION,2018,38,1,1,1,2,6
StayPost Malone,2018,4,1,17,0,0,0
SurvivalDrake,2018,2,1,17,0,0,0
Can't Be BrokenLil Wayne,2018,2,1,17,0,0,0
Closed On SundayKanye West,2019,2,1,17,0,0,0
Building A MysterySarah McLachlan,1997,22,1,13,0,0,0
Stars Are BlindParis Hilton,2006,12,1,18,0,0,0
DisturbiaRihanna,2008,37,1,1,2,11,14
Singing In The Rain / UmbrellaGlee Cast Featuring Gwyneth Paltrow,2010,3,1,18,0,0,0
That's All She WroteT.I. Featuring Eminem,2010,5,1,18,0,0,0
Dirty DancerEnrique Iglesias With Usher Featuring Lil Wayne,2011,12,1,18,0,0,0
Both Of UsB.o.B Featuring Taylor Swift,2012,19,1,18,0,0,0
Crash My PartyLuke Bryan,2013,21,1,18,0,0,0
BootyJennifer Lopez Featuring Iggy Azalea Or Pitbull,2014,9,3,18,0,0,0
Out Of The WoodsTaylor Swift,2014,10,2,18,0,0,0
Blank SpaceTaylor Swift,2014,36,1,1,7,13,17
7/11Beyonce,2014,20,1,13,0,0,0
6 InchBeyonce Featuring The Weeknd,2016,3,1,18,0,0,0
All We KnowThe Chainsmokers Featuring Phoebe Ryan,2016,16,1,18,0,0,0
Can't Take A JokeDrake,2018,4,1,18,0,0,0
Barbie DreamsNicki Minaj,2018,7,1,18,0,0,0
Saint-TropezPost Malone,2019,6,1,18,0,0,0
American BabyDave Matthews Band,2005,11,1,16,0,0,0
Ain't No Other ManChristina Aguilera,2006,20,1,6,0,0,9
BeautifulAkon Featuring Colby O'Donis & Kardinal Offishall,2008,22,1,19,0,0,0
DJ Got Us Fallin' In LoveUsher Featuring Pitbull,2010,34,1,4,0,8,15
AnacondaNicki Minaj,2014,22,1,2,0,7,8
BOPDaBaby,2019,12,1,11,0,0,0
SelahKanye West,2019,2,1,19,0,0,0
Do You Want To DanceBobby Freeman,1958,5,1,20,0,0,0
SomethingThe Beatles,1969,6,1,3,0,2,3
Daydreamin'Tatyana Ali,1998,17,1,6,0,0,6
Play My MusicJonas Brothers,2008,5,1,20,0,0,0
Send It OnDisney's Friends For Change,2009,5,1,20,0,0,0
Teenage DreamKaty Perry,2010,33,1,1,2,9,14
Stuck Like GlueSugarland,2010,24,1,17,0,0,0
Princess Of ChinaColdplay Featuring Rihanna,2011,12,3,20,0,0,0
All MeDrake Featuring 2 Chainz & Big Sean,2013,20,1,20,0,0,0
Almost Like PrayingLin-Manuel Miranda Featuring Artists For Puerto Rico,2017,1,1,20,0,0,0
1985 (Intro To The Fall Off)J. Cole,2018,2,1,20,0,0,0
Same BitchesPost Malone Featuring G-Eazy & YG,2018,3,1,20,0,0,0
Talk UpDrake Featuring JAY-Z,2018,3,1,20,0,0,0
Die For MePost Malone Featuring Future & Halsey,2019,5,1,20,0,0,0
A Hard Day's NightThe Beatles,1964,13,1,1,2,6,8
Big DaddyHev-D,1997,19,1,18,0,0,0
Show Me LoveRobyn,1997,24,1,7,0,0,10
Are You That Somebody?Aaliyah,1998,8,1,21,0,0,0
See You In My NightmaresKanye West Featuring Lil Wayne,2008,4,2,21,0,0,0
As Long As You Love MeJustin Bieber Featuring Big Sean,2012,29,2,6,0,0,12
Baby IAriana Grande,2013,3,2,21,0,0,0
Back To BackDrake,2015,20,1,21,0,0,0
Somebody To LoveJordan Smith,2015,2,1,21,0,0,0
One DanceDrake Featuring WizKid & Kyla,2016,36,1,1,10,17,20
ChangeJ. Cole,2016,2,1,21,0,0,0
8 Out Of 10Drake,2018,3,1,21,0,0,0
A Certain SmileJohnny Mathis,1958,9,1,22,0,0,0
"Step By Step (From ""The Preacher's Wife"")Whitney Houston",1997,17,1,15,0,0,0
Across The UniverseVarious Artists,2005,1,1,22,0,0,0
Beat ItFall Out Boy Featuring John Mayer,2008,7,1,19,0,0,0
POWERKanye West,2010,16,1,22,0,0,0
Bottoms UpTrey Songz Featuring Nicki Minaj,2010,26,1,6,0,0,9
Dog Days Are OverGlee Cast,2010,1,1,22,0,0,0
Country Girl (Shake It For Me)Luke Bryan,2011,20,1,22,0,0,0
All Around The WorldJustin Bieber Featuring Ludacris,2012,9,3,22,0,0,0
CenturiesFall Out Boy,2014,34,1,10,0,0,2
She's Kinda Hot5 Seconds Of Summer,2015,9,1,22,0,0,0
She's Mine Pt.1J. Cole,2016,2,1,22,0,0,0
44 MoreLogic,2018,5,1,22,0,0,0
BreathinAriana Grande,2018,25,1,12,0,0,0
BloodlineAriana Grande,2019,3,1,22,0,0,0
RodeoLil Nas X & Cardi B,2019,8,1,22,0,0,0
Come Together/SomethingThe Beatles,1969,16,1,1,1,5,9
Bye ByeMariah Carey,2008,12,1,19,0,0,0
TelephoneGlee Cast,2010,1,1,23,0,0,0
B**** Better Have My MoneyRihanna,2015,23,1,15,0,0,0
Tennessee WhiskeyChris Stapleton,2015,6,3,20,0,0,0
SurrenderElvis Presley With The Jordanaires,1961,12,1,1,2,6,8
Quit Playing Games (With My Heart)Backstreet Boys,1997,43,1,2,0,11,18
The Arms Of The One Who Loves YouXscape,1998,20,1,7,0,0,5
Stupid GirlsP!nk,2006,16,1,13,0,0,0
Dani CaliforniaRed Hot Chili Peppers,2006,26,1,6,0,0,7
PermanentDavid Cook,2009,2,1,24,0,0,0
D.O.A. (Death Of Auto-Tune)JAY-Z,2009,7,1,24,0,0,0
Beautiful DayLee DeWyze,2010,2,1,24,0,0,0
Round & RoundSelena Gomez & The Scene,2010,14,1,24,0,0,0
#BeautifulMariah Carey Featuring Miguel,2013,16,1,15,0,0,0
All That MattersJustin Bieber,2013,8,2,24,0,0,0
A Sky Full Of StarsColdplay,2014,26,1,10,0,0,1
Something In The WaterCarrie Underwood,2014,20,1,24,0,0,0
Can't Feel My FaceThe Weeknd,2015,41,1,1,3,13,19
Over NowPost Malone,2018,3,1,24,0,0,0
CarouselTravis Scott,2018,2,1,24,0,0,0
Don't Let Go (Love)En Vogue,1996,35,1,2,0,12,17
Been Around The WorldPuff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),1997,21,1,2,0,9,12
SlideGoo Goo Dolls,1998,35,1,8,0,0,8
All I HaveJennifer Lopez Featuring LL Cool J,2002,21,1,1,4,10,12
Beverly HillsWeezer,2005,43,1,10,0,0,1
SugarFlo Rida Featuring Wynter,2009,18,1,5,0,1,4
Christmas LightsColdplay,2010,3,1,25,0,0,0
Over YouCassadee Pope,2012,2,2,25,0,0,0
PrayingKesha,2017,21,1,22,0,0,0
STOOPID6ix9ine Featuring Bobby Shmurda,2018,9,1,25,0,0,0
Born Too LatePoni-Tails,1958,14,1,7,0,0,3
Say Say SayPaul McCartney And Michael Jackson,1983,22,1,1,6,11,13
One Of UsJoan Osborne,1995,22,1,4,0,2,10
All For YouSister Hazel,1997,41,1,11,0,0,0
Still A G ThangSnoop Dogg,1998,13,1,19,0,0,0
Because Of You98 Degrees,1998,20,1,3,0,5,14
Corona And LimeShwayze,2008,8,1,23,0,0,0
SuperstarTaylor Swift,2009,1,1,26,0,0,0
SupermanTaylor Swift,2011,1,1,26,0,0,0
Smooth CriminalGlee Cast Featuring 2Cellos,2012,2,1,26,0,0,0
Somebody That I Used To KnowGlee Cast,2012,2,1,26,0,0,0
CloudsZach Sobiech,2013,2,1,26,0,0,0
R.I.P ScrewTravis Scott,2018,2,1,26,0,0,0
Dark Side Of The MoonLil Wayne Featuring Nicki Minaj,2018,1,1,26,0,0,0
Beautiful PeopleEd Sheeran Featuring Khalid,2019,24,1,13,0,0,0
Can't Buy Me LoveThe Beatles,1964,10,1,1,5,6,6
Step By StepNew Kids On The Block,1990,15,1,1,3,5,7
Taking EverythingGerald Levert,1999,12,1,11,0,0,0
(You Want To) Make A MemoryBon Jovi,2007,20,1,27,0,0,0
Praying For TimeCarrie Underwood,2008,2,1,27,0,0,0
Do You RememberJay Sean Featuring Sean Paul & Lil Jon,2009,20,1,10,0,0,1
Dance AgainJennifer Lopez Featuring Pitbull,2012,18,1,17,0,0,0
CloseNick Jonas Featuring Tove Lo,2016,20,1,14,0,0,0
SidewalksThe Weeknd Featuring Kendrick Lamar,2016,4,1,27,0,0,0
Call It What You WantTaylor Swift,2017,2,1,27,0,0,0
Sandra's RoseDrake,2018,2,1,27,0,0,0
Stop Trying To Be GodTravis Scott,2018,2,1,27,0,0,0
"Taki TakiDJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2018,26,1,11,0,0,0
Bad IdeaAriana Grande,2019,3,1,27,0,0,0
RobberyJuice WRLD,2019,19,2,27,0,0,0
CoolJonas Brothers,2019,17,1,27,0,0,0
SecretlyJimmie Rodgers,1958,3,1,28,0,0,0
OverkillMen At Work,1983,16,1,3,0,6,8
Purple RainPrince And The Revolution,1984,18,2,2,0,7,8
Bullet With Butterfly WingsThe Smashing Pumpkins,1995,20,1,22,0,0,0
CriminalFiona Apple,1997,20,1,21,0,0,0
Sweet SurrenderSarah McLachlan,1998,14,1,28,0,0,0
AdiaSarah McLachlan,1998,27,1,3,0,6,13
CrybabyMariah Carey Featuring Snoop Dogg,2000,7,1,28,0,0,0
"Start Of Something NewZac Efron, Andrew Seeley & Vanessa Anne Hudgens",2006,4,1,28,0,0,0
BillionaireGlee Cast,2010,1,1,28,0,0,0
Can't Remember To Forget YouShakira Featuring Rihanna,2014,19,1,15,0,0,0
Don't Hurt YourselfBeyonce Featuring Jack White,2016,2,1,28,0,0,0
StayZedd & Alessia Cara,2017,31,1,7,0,0,8
RingCardi B Featuring Kehlani,2018,20,2,28,0,0,0
Summer GamesDrake,2018,2,1,28,0,0,0
ShallowLady Gaga & Bradley Cooper,2018,45,1,1,1,2,7
Close FriendsLil Baby,2018,33,3,28,0,0,0
Arms Around YouXXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,2018,17,1,28,0,0,0
Sanguine ParadiseLil Uzi Vert,2019,16,2,28,0,0,0
Because Of LoveJanet Jackson,1994,20,1,10,0,0,1
Pop'N Sync,2001,15,1,19,0,0,0
Can't Believe ItT-Pain Featuring Lil Wayne,2008,24,1,7,0,0,6
Remember MeT.I. Featuring Mary J. Blige,2009,2,1,29,0,0,0
Rolling In The DeepGlee Cast Featuring Jonathan Groff,2011,2,1,29,0,0,0
Chinese FoodAlison Gold,2013,1,1,29,0,0,0
Pretty GirlsBritney Spears & Iggy Azalea,2015,8,1,29,0,0,0
Setting The World On FireKenny Chesney Featuring P!nk,2016,20,1,29,0,0,0
4 Your Eyez OnlyJ. Cole,2016,1,1,29,0,0,0
Takin' ShotsPost Malone,2018,3,1,29,0,0,0
Cruel SummerTaylor Swift,2019,2,1,29,0,0,0
A Thousand Bad TimesPost Malone,2019,3,1,29,0,0,0
Angel BabyDean Martin,1958,6,1,30,0,0,0
Snoopy Vs. The Red BaronThe Royal Guardsmen,1966,12,1,2,0,6,8
Say It Isn't SoDaryl Hall John Oates,1983,18,1,2,0,7,10
State of ShockThe Jacksons,1984,15,1,3,0,4,6
"Any Time, Any Place/And On And OnJanet Jackson",1994,20,1,2,0,9,11
SecretMadonna,1994,22,1,3,0,4,11
Bang And BlameR.E.M.,1995,14,1,19,0,0,0
Run AwayReal McCoy,1995,20,1,3,0,5,8
Only Wanna Be With YouHootie & The Blowfish,1995,32,1,6,0,0,11
Beautiful LifeAce Of Base,1995,20,1,15,0,0,0
Staring At The SunU2,1997,18,1,26,0,0,0
Big Things Poppin' (Do It)T.I.,2007,19,1,9,0,0,1
Come In With The RainTaylor Swift,2009,1,1,30,0,0,0
TelephoneLady Gaga Featuring Beyonce,2009,33,1,3,0,3,7
Safe & SoundTaylor Swift Featuring The Civil Wars,2012,17,2,30,0,0,0
Burn It DownLinkin Park,2012,23,1,30,0,0,0
BracketsJ. Cole,2018,1,1,30,0,0,0
Blue TintDrake,2018,3,1,30,0,0,0
BEBE6ix9ine Featuring Anuel AA,2018,5,2,30,0,0,0
Don't Start NowDua Lipa,2019,7,1,30,0,0,0
Chantilly LaceBig Bopper,1958,25,1,6,0,0,5
(Sweet Sweet Baby) Since You've Been GoneAretha Franklin,1968,12,1,5,0,5,7
The Best Of TimesStyx,1981,19,1,3,0,6,10
Dear Mama/Old School2Pac,1995,20,1,9,0,0,4
Baby By Me50 Cent Featuring Ne-Yo,2009,13,1,28,0,0,0
Start Me Up / Livin' On A PrayerGlee Cast,2010,1,1,31,0,0,0
Talk That TalkRihanna Featuring Jay-Z,2011,20,2,31,0,0,0
BlameCalvin Harris Featuring John Newman,2014,20,1,19,0,0,0
BelieveMumford & Sons,2015,15,1,31,0,0,0
Side To SideAriana Grande Featuring Nicki Minaj,2016,28,1,4,0,4,14
ReminderThe Weeknd,2016,17,4,31,0,0,0
Blue Blue DayDon Gibson,1958,8,1,32,0,0,0
"A Little Bit Me, A Little Bit YouThe Monkees",1967,10,1,2,0,5,6
"Count On Me (From ""Waiting To Exhale"")Whitney Houston & CeCe Winans",1996,20,1,8,0,0,7
